datetime,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,SZA,T2M,WS50M,WSC
2022-05-09 12:00:00,402.95,1004.6,166.2,181.41,0.31,15.17,33.72,4.52,5.05
2022-05-09 13:00:00,365.23,907.72,107.43,191.63,0.31,27.44,34.4,4.33,4.84
2022-05-09 14:00:00,304.25,749.5,79.06,178.97,0.3,41.24,34.43,4.3,4.81
2022-05-09 15:00:00,239.43,535.65,39.67,172.4,0.32,55.39,33.68,4.57,5.11
2022-05-09 16:00:00,125.15,291.12,9.2,116.07,0.27,69.64,32.38,4.86,5.43
2022-05-09 17:00:00,25.75,60.05,0.0,29.45,0.18,83.83,30.38,4.43,4.95
2022-05-09 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,28.2,3.65,4.08
2022-05-09 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.33,3.36,3.76
2022-05-09 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.72,3.03,3.39
2022-05-09 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.22,2.58,2.88
2022-05-09 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.72,2.63,2.94
2022-05-09 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.21,2.89,3.23
2022-05-10 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.7,3.23,3.61
2022-05-10 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.3,3.7,4.14
2022-05-10 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.13,3.64,4.07
2022-05-10 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.01,3.56,3.98
2022-05-10 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.83,3.33,3.72
2022-05-10 05:00:00,4.22,6.88,0.0,6.2,0.17,88.94,23.61,3.01,3.36
2022-05-10 06:00:00,70.03,160.05,13.79,67.83,0.24,77.42,24.41,3.24,3.62
2022-05-10 07:00:00,185.15,405.9,73.03,129.01,0.31,63.19,25.84,4.23,4.73
2022-05-10 08:00:00,345.27,640.08,92.18,214.23,0.39,48.98,27.81,4.92,5.5
2022-05-10 09:00:00,452.62,830.28,65.5,263.83,0.41,34.97,29.73,5.15,5.76
2022-05-10 10:00:00,524.97,961.3,82.06,311.99,0.42,21.63,31.34,5.01,5.6
2022-05-10 11:00:00,555.88,997.78,80.71,312.37,0.43,11.78,32.48,4.64,5.19
2022-05-10 12:00:00,567.75,980.53,12.44,402.43,0.44,15.35,33.06,4.17,4.66
2022-05-10 13:00:00,386.17,885.75,19.94,282.53,0.33,27.53,33.02,3.88,4.34
2022-05-10 14:00:00,381.0,727.97,36.23,240.66,0.38,41.29,32.75,3.79,4.24
2022-05-10 15:00:00,328.0,515.67,156.4,181.18,0.43,55.42,32.21,3.84,4.29
2022-05-10 16:00:00,160.1,278.45,170.73,94.42,0.34,69.64,31.21,3.85,4.3
2022-05-10 17:00:00,41.9,56.78,50.93,37.57,0.29,83.82,29.43,3.77,4.21
2022-05-10 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.7,3.99,4.46
2022-05-10 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.7,4.03,4.5
2022-05-10 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.85,3.89,4.35
2022-05-10 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.1,3.28,3.67
2022-05-10 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.18,2.67,2.98
2022-05-10 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.42,2.46,2.75
2022-05-11 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.92,2.3,2.57
2022-05-11 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.62,2.17,2.43
2022-05-11 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.4,2.05,2.29
2022-05-11 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.27,2.14,2.39
2022-05-11 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.19,2.24,2.5
2022-05-11 05:00:00,2.08,6.78,0.0,3.04,0.08,88.93,22.2,2.25,2.51
2022-05-11 06:00:00,30.9,155.25,44.04,22.49,0.11,77.4,23.12,2.85,3.19
2022-05-11 07:00:00,153.12,402.3,0.0,131.37,0.25,63.19,25.26,3.76,4.2
2022-05-11 08:00:00,324.7,636.85,29.07,253.28,0.37,49.0,27.98,4.67,5.22
2022-05-11 09:00:00,555.62,829.17,110.16,290.07,0.51,35.02,30.01,5.25,5.87
2022-05-11 10:00:00,722.17,955.12,277.73,349.03,0.58,21.74,31.18,5.07,5.67
2022-05-11 11:00:00,697.5,1011.42,293.47,303.22,0.53,12.0,31.6,4.59,5.13
2022-05-11 12:00:00,729.05,990.83,418.55,266.26,0.57,15.52,31.07,4.1,4.58
2022-05-11 13:00:00,620.4,892.05,323.32,313.55,0.52,27.62,29.9,3.48,3.89
2022-05-11 14:00:00,463.55,727.4,293.96,232.88,0.46,41.33,28.9,3.03,3.39
2022-05-11 15:00:00,265.9,514.65,170.49,142.94,0.35,55.44,28.03,2.96,3.31
2022-05-11 16:00:00,116.72,277.45,151.43,74.77,0.25,69.64,27.25,3.04,3.4
2022-05-11 17:00:00,26.23,57.92,9.73,27.13,0.18,83.8,26.2,2.82,3.15
2022-05-11 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.26,2.56,2.86
2022-05-11 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.58,2.46,2.75
2022-05-11 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.02,2.25,2.51
2022-05-11 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.39,2.18,2.44
2022-05-11 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.99,2.31,2.58
2022-05-11 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.65,2.26,2.53
2022-05-12 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.31,2.17,2.43
2022-05-12 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.08,2.19,2.45
2022-05-12 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.88,2.21,2.47
2022-05-12 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.76,2.23,2.49
2022-05-12 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.7,2.3,2.57
2022-05-12 05:00:00,3.3,6.75,0.0,4.84,0.13,88.91,21.71,2.48,2.77
2022-05-12 06:00:00,102.35,152.5,53.61,88.29,0.35,77.38,22.59,2.5,2.79
2022-05-12 07:00:00,279.5,397.08,149.73,207.41,0.46,63.18,24.6,3.19,3.57
2022-05-12 08:00:00,499.15,630.47,305.6,247.37,0.57,49.02,27.85,4.39,4.91
2022-05-12 09:00:00,638.15,821.95,441.17,253.35,0.58,35.07,30.63,4.96,5.54
2022-05-12 10:00:00,731.6,950.9,306.32,318.94,0.59,21.85,32.65,5.07,5.67
2022-05-12 11:00:00,705.55,1016.17,391.82,263.9,0.54,12.21,34.13,4.89,5.47
2022-05-12 12:00:00,646.7,999.95,284.74,276.1,0.5,15.69,34.81,4.71,5.26
2022-05-12 13:00:00,440.52,908.25,252.83,195.4,0.37,27.71,34.93,4.59,5.13
2022-05-12 14:00:00,400.6,747.85,228.48,182.84,0.4,41.38,34.65,4.52,5.05
2022-05-12 15:00:00,248.02,537.33,138.65,144.97,0.33,55.45,33.88,4.53,5.06
2022-05-12 16:00:00,114.25,291.38,116.03,73.16,0.25,69.64,32.75,4.55,5.09
2022-05-12 17:00:00,35.62,60.75,37.28,34.64,0.25,83.78,30.93,4.09,4.57
2022-05-12 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,28.71,3.68,4.11
2022-05-12 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.78,3.13,3.5
2022-05-12 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.05,2.89,3.23
2022-05-12 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.39,2.71,3.03
2022-05-12 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.8,2.54,2.84
2022-05-12 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.26,2.5,2.79
2022-05-13 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.81,2.34,2.62
2022-05-13 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.35,2.32,2.59
2022-05-13 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.02,2.27,2.54
2022-05-13 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.71,2.27,2.54
2022-05-13 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.46,2.07,2.31
2022-05-13 05:00:00,4.8,6.75,0.0,7.04,0.19,88.9,23.17,1.86,2.08
2022-05-13 06:00:00,44.2,153.65,32.14,41.22,0.15,77.36,24.72,2.31,2.58
2022-05-13 07:00:00,124.97,398.23,72.26,84.29,0.21,63.18,27.19,3.61,4.03
2022-05-13 08:00:00,181.18,633.42,56.11,136.38,0.21,49.05,29.43,4.16,4.65
2022-05-13 09:00:00,334.4,825.2,120.5,180.67,0.31,35.12,31.57,4.88,5.45
2022-05-13 10:00:00,438.1,957.33,74.62,259.03,0.35,21.96,33.0,5.48,6.12
2022-05-13 11:00:00,577.08,993.7,122.91,305.82,0.44,12.43,33.93,5.78,6.46
2022-05-13 12:00:00,610.97,974.67,169.7,310.98,0.48,15.85,34.5,5.75,6.43
2022-05-13 13:00:00,525.4,876.15,238.27,262.14,0.45,27.79,34.24,5.56,6.21
2022-05-13 14:00:00,342.17,707.9,120.82,192.59,0.34,41.42,33.71,5.32,5.95
2022-05-13 15:00:00,203.7,498.65,58.82,134.96,0.27,55.47,32.77,5.0,5.59
2022-05-13 16:00:00,105.45,255.02,74.82,77.36,0.23,69.63,31.68,4.46,4.98
2022-05-13 17:00:00,28.7,50.6,9.21,32.61,0.2,83.76,29.75,3.53,3.95
2022-05-13 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.64,3.1,3.46
2022-05-13 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.7,2.88,3.22
2022-05-13 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.93,2.7,3.02
2022-05-13 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.35,2.59,2.89
2022-05-13 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.88,2.67,2.98
2022-05-13 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.35,2.72,3.04
2022-05-14 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.93,2.53,2.83
2022-05-14 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.57,2.52,2.82
2022-05-14 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.28,2.41,2.69
2022-05-14 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.97,2.5,2.79
2022-05-14 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.7,2.67,2.98
2022-05-14 05:00:00,3.4,6.95,0.0,4.99,0.13,88.89,22.53,2.82,3.15
2022-05-14 06:00:00,31.8,154.35,23.33,27.13,0.11,77.34,23.64,3.47,3.88
2022-05-14 07:00:00,118.28,401.12,10.28,100.61,0.2,63.19,25.45,5.24,5.86
2022-05-14 08:00:00,206.15,638.38,75.81,132.68,0.24,49.07,28.68,5.97,6.67
2022-05-14 09:00:00,426.5,829.17,67.76,222.4,0.39,35.18,31.26,6.58,7.35
2022-05-14 10:00:00,495.38,960.05,62.0,301.7,0.4,22.07,32.9,6.67,7.45
2022-05-14 11:00:00,520.53,984.15,32.69,361.33,0.4,12.64,34.0,6.46,7.22
2022-05-14 12:00:00,444.52,960.67,60.64,306.3,0.35,16.02,34.47,6.03,6.74
2022-05-14 13:00:00,473.4,857.8,45.8,300.65,0.4,27.88,34.48,5.34,5.97
2022-05-14 14:00:00,315.27,691.0,6.47,239.58,0.32,41.46,34.08,4.63,5.17
2022-05-14 15:00:00,171.95,480.12,5.43,138.71,0.23,55.49,33.31,4.1,4.58
2022-05-14 16:00:00,86.43,245.05,6.13,80.17,0.19,69.63,31.94,3.57,3.99
2022-05-14 17:00:00,24.15,46.75,0.0,27.62,0.17,83.73,30.1,2.91,3.25
2022-05-14 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,28.44,2.41,2.69
2022-05-14 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.55,2.06,2.3
2022-05-14 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.89,2.18,2.44
2022-05-14 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.29,2.48,2.77
2022-05-14 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.77,2.71,3.03
2022-05-14 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.3,2.91,3.25
2022-05-15 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.88,2.85,3.19
2022-05-15 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.46,2.44,2.73
2022-05-15 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.3,1.57,1.75
2022-05-15 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.14,1.45,1.62
2022-05-15 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.92,1.71,1.91
2022-05-15 05:00:00,4.75,6.5,0.7,8.65,0.18,88.88,23.78,1.73,1.93
2022-05-15 06:00:00,61.95,142.25,87.84,44.36,0.21,77.33,24.62,2.19,2.45
2022-05-15 07:00:00,205.18,375.0,196.65,93.52,0.34,63.19,26.05,3.4,3.8
2022-05-15 08:00:00,324.17,601.08,256.85,136.52,0.37,49.1,28.1,4.21,4.71
2022-05-15 09:00:00,337.17,785.17,44.18,187.93,0.31,35.24,30.57,5.41,6.05
2022-05-15 10:00:00,504.8,923.12,197.27,243.75,0.41,22.19,32.27,6.12,6.84
2022-05-15 11:00:00,615.8,988.75,193.58,301.93,0.47,12.85,33.53,6.28,7.02
2022-05-15 12:00:00,544.33,977.35,243.82,239.61,0.43,16.18,34.17,6.08,6.8
2022-05-15 13:00:00,485.25,882.85,124.36,272.31,0.41,27.96,34.42,5.77,6.45
2022-05-15 14:00:00,374.17,724.6,143.46,194.4,0.37,41.5,34.22,5.33,5.96
2022-05-15 15:00:00,284.42,509.27,201.05,139.28,0.38,55.5,33.58,4.87,5.44
2022-05-15 16:00:00,138.82,266.35,155.43,79.37,0.3,69.62,32.4,4.41,4.93
2022-05-15 17:00:00,40.28,53.72,38.54,39.89,0.28,83.71,30.35,3.77,4.21
2022-05-15 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.83,3.2,3.58
2022-05-15 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.74,2.8,3.13
2022-05-15 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.87,2.58,2.88
2022-05-15 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.13,2.7,3.02
2022-05-15 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.4,2.9,3.24
2022-05-15 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.78,3.12,3.49
2022-05-16 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.19,3.24,3.62
2022-05-16 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.8,3.44,3.84
2022-05-16 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.51,3.46,3.87
2022-05-16 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.31,3.26,3.64
2022-05-16 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.09,3.03,3.39
2022-05-16 05:00:00,5.53,7.05,5.79,8.53,0.21,88.87,21.98,3.22,3.6
2022-05-16 06:00:00,103.78,154.15,115.04,71.93,0.35,77.32,24.16,3.38,3.78
2022-05-16 07:00:00,280.73,398.48,209.12,172.07,0.47,63.2,27.19,4.35,4.86
2022-05-16 08:00:00,485.8,633.1,197.56,298.5,0.56,49.13,30.17,5.5,6.15
2022-05-16 09:00:00,588.38,823.38,67.91,425.76,0.54,35.3,32.45,5.75,6.43
2022-05-16 10:00:00,712.7,954.35,112.36,492.3,0.58,22.3,34.26,5.31,5.93
2022-05-16 11:00:00,644.62,976.12,36.51,448.19,0.5,13.06,35.68,5.0,5.59
2022-05-16 12:00:00,577.42,955.1,21.82,401.99,0.45,16.34,36.67,5.14,5.74
2022-05-16 13:00:00,576.65,855.5,22.5,423.46,0.49,28.03,36.98,5.64,6.3
2022-05-16 14:00:00,465.85,707.03,56.27,346.43,0.47,41.54,36.3,6.44,7.2
2022-05-16 15:00:00,344.48,500.0,100.0,238.72,0.46,55.51,34.48,7.28,8.14
2022-05-16 16:00:00,181.95,266.0,61.34,146.86,0.39,69.61,32.0,7.23,8.08
2022-05-16 17:00:00,35.88,54.3,2.99,41.76,0.24,83.68,29.88,6.02,6.73
2022-05-16 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,28.18,4.94,5.52
2022-05-16 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.13,4.77,5.33
2022-05-16 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.38,4.62,5.16
2022-05-16 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.94,4.83,5.4
2022-05-16 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.62,4.72,5.28
2022-05-16 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.07,4.34,4.85
2022-05-17 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.61,3.94,4.4
2022-05-17 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.27,3.57,3.99
2022-05-17 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.08,2.8,3.13
2022-05-17 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.01,2.02,2.26
2022-05-17 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.2,1.2,1.34
2022-05-17 05:00:00,4.9,6.78,0.0,7.19,0.18,88.86,23.94,2.27,2.54
2022-05-17 06:00:00,91.7,139.0,39.71,75.5,0.31,77.31,24.72,2.9,3.24
2022-05-17 07:00:00,275.62,373.85,79.18,193.85,0.46,63.21,26.23,4.12,4.6
2022-05-17 08:00:00,474.02,606.9,257.36,276.2,0.54,49.17,28.36,5.34,5.97
2022-05-17 09:00:00,550.75,805.1,136.03,282.31,0.51,35.37,30.98,6.63,7.41
2022-05-17 10:00:00,571.7,937.88,20.71,409.42,0.46,22.42,32.91,7.25,8.1
2022-05-17 11:00:00,538.25,998.3,54.03,369.92,0.42,13.26,33.95,7.09,7.92
2022-05-17 12:00:00,527.5,981.78,72.17,357.18,0.41,16.49,34.63,6.52,7.29
2022-05-17 13:00:00,316.27,890.5,18.1,231.05,0.27,28.11,34.85,5.75,6.43
2022-05-17 14:00:00,301.17,738.4,25.32,225.77,0.3,41.58,34.62,5.21,5.82
2022-05-17 15:00:00,336.7,529.3,81.88,236.02,0.45,55.52,33.93,4.85,5.42
2022-05-17 16:00:00,161.3,289.58,65.76,128.6,0.35,69.6,32.74,4.41,4.93
2022-05-17 17:00:00,35.9,61.78,22.98,38.56,0.24,83.65,30.9,3.67,4.1
2022-05-17 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,28.38,3.08,3.44
2022-05-17 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.29,2.85,3.19
2022-05-17 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.46,2.83,3.16
2022-05-17 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.92,2.95,3.3
2022-05-17 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.4,3.17,3.54
2022-05-17 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.93,3.26,3.64
2022-05-18 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.5,3.21,3.59
2022-05-18 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.03,3.29,3.68
2022-05-18 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.58,3.38,3.78
2022-05-18 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.99,3.29,3.68
2022-05-18 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.59,2.81,3.14
2022-05-18 05:00:00,5.07,7.1,0.0,6.47,0.19,88.85,22.6,1.98,2.21
2022-05-18 06:00:00,67.35,148.4,3.7,68.56,0.23,77.31,24.47,1.19,1.33
2022-05-18 07:00:00,189.12,388.0,9.52,161.46,0.32,63.23,27.49,1.74,1.94
2022-05-18 08:00:00,324.7,617.55,2.89,256.51,0.37,49.2,30.19,2.33,2.6
2022-05-18 09:00:00,426.08,809.58,19.89,313.94,0.39,35.43,32.46,2.96,3.31
2022-05-18 10:00:00,366.02,938.78,25.58,259.56,0.3,22.54,34.23,3.35,3.74
2022-05-18 11:00:00,293.83,994.5,94.99,164.57,0.23,13.46,35.36,3.32,3.71
2022-05-18 12:00:00,162.8,971.88,14.99,111.64,0.13,16.64,34.72,3.2,3.58
2022-05-18 13:00:00,194.27,872.17,0.0,144.25,0.17,28.18,33.73,3.48,3.89
2022-05-18 14:00:00,237.85,709.2,0.0,181.52,0.24,41.61,32.81,3.88,4.34
2022-05-18 15:00:00,167.27,501.42,0.0,135.53,0.22,55.53,31.68,4.42,4.94
2022-05-18 16:00:00,96.8,263.77,0.0,90.32,0.21,69.59,30.24,4.3,4.81
2022-05-18 17:00:00,22.27,53.3,0.0,25.98,0.15,83.62,28.44,3.23,3.61
2022-05-18 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.21,2.67,2.98
2022-05-18 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.59,2.75,3.07
2022-05-18 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.1,2.5,2.79
2022-05-18 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.57,2.59,2.89
2022-05-18 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.79,3.16,3.53
2022-05-18 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.21,3.51,3.92
2022-05-19 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.73,3.2,3.58
2022-05-19 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.46,2.93,3.27
2022-05-19 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.18,2.84,3.17
2022-05-19 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.9,2.65,2.96
2022-05-19 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.66,2.36,2.64
2022-05-19 05:00:00,4.85,7.53,0.0,6.18,0.18,88.84,22.64,2.4,2.68
2022-05-19 06:00:00,69.82,163.8,78.51,57.16,0.24,77.3,24.0,3.11,3.48
2022-05-19 07:00:00,181.98,412.58,9.79,155.29,0.3,63.25,26.36,4.48,5.01
2022-05-19 08:00:00,337.1,645.53,19.9,264.24,0.39,49.24,29.07,6.2,6.93
2022-05-19 09:00:00,478.88,834.75,10.68,355.09,0.44,35.5,31.3,7.01,7.83
2022-05-19 10:00:00,630.08,962.33,38.88,447.87,0.51,22.65,32.72,7.41,8.28
2022-05-19 11:00:00,672.25,1022.3,60.17,427.84,0.52,13.66,33.56,7.5,8.38
2022-05-19 12:00:00,594.7,1006.1,13.36,415.78,0.47,16.78,33.92,7.39,8.26
2022-05-19 13:00:00,488.65,913.92,36.84,312.82,0.42,28.25,33.89,7.07,7.9
2022-05-19 14:00:00,417.62,758.53,42.44,311.88,0.42,41.64,33.42,6.65,7.43
2022-05-19 15:00:00,268.75,549.45,37.52,194.62,0.36,55.53,32.53,6.21,6.94
2022-05-19 16:00:00,119.85,307.5,42.82,95.87,0.26,69.57,31.28,5.71,6.38
2022-05-19 17:00:00,27.27,70.25,38.33,28.61,0.18,83.59,29.42,5.14,5.74
2022-05-19 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.93,4.37,4.88
2022-05-19 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.72,3.92,4.38
2022-05-19 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.83,3.44,3.84
2022-05-19 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.18,3.23,3.61
2022-05-19 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.75,2.96,3.31
2022-05-19 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.5,2.78,3.11
2022-05-20 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.12,2.72,3.04
2022-05-20 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.73,2.75,3.07
2022-05-20 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.35,3.08,3.44
2022-05-20 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.08,3.45,3.86
2022-05-20 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.82,3.76,4.2
2022-05-20 05:00:00,6.07,7.45,5.87,8.55,0.23,88.84,21.67,3.89,4.35
2022-05-20 06:00:00,94.43,157.23,159.94,61.49,0.32,77.3,23.19,4.23,4.73
2022-05-20 07:00:00,232.25,396.75,280.12,123.07,0.39,63.26,25.84,6.39,7.14
2022-05-20 08:00:00,386.17,627.65,337.29,186.04,0.45,49.28,28.53,7.91,8.84
2022-05-20 09:00:00,492.23,815.15,272.26,247.07,0.46,35.57,30.4,8.42,9.41
2022-05-20 10:00:00,553.08,946.55,340.89,192.5,0.45,22.77,31.79,8.28,9.25
2022-05-20 11:00:00,609.7,997.85,255.22,275.88,0.47,13.85,32.93,7.67,8.57
2022-05-20 12:00:00,589.22,977.78,292.13,235.61,0.46,16.93,33.65,6.97,7.79
2022-05-20 13:00:00,512.62,885.75,274.9,227.93,0.44,28.32,33.89,6.41,7.16
2022-05-20 14:00:00,479.25,727.88,319.86,208.75,0.48,41.67,33.66,5.95,6.65
2022-05-20 15:00:00,345.12,512.95,339.08,138.22,0.46,55.54,32.9,5.62,6.28
2022-05-20 16:00:00,189.82,269.8,211.71,108.54,0.41,69.56,31.66,5.33,5.96
2022-05-20 17:00:00,42.15,55.7,29.28,43.15,0.28,83.56,29.86,4.9,5.48
2022-05-20 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.42,4.52,5.05
2022-05-20 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.56,4.51,5.04
2022-05-20 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.86,4.44,4.96
2022-05-20 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.17,4.12,4.6
2022-05-20 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.66,4.13,4.62
2022-05-20 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.32,4.22,4.72
2022-05-21 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.94,3.61,4.03
2022-05-21 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.52,3.22,3.6
2022-05-21 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.1,3.14,3.51
2022-05-21 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.7,3.37,3.77
2022-05-21 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.23,3.56,3.98
2022-05-21 05:00:00,6.03,7.07,0.78,7.71,0.22,88.83,21.89,3.66,4.09
2022-05-21 06:00:00,118.85,144.88,152.93,72.94,0.41,77.31,23.83,3.86,4.31
